Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Juliana Miller,Killer,4,3,0,170.18,56.7,167.64,Orthodox,1996-05-07,3.31,45.0,4.75,32.0,1.84,44.0,0.0,1.8,juliana miller,Juliana Miller,4.0,3.0,170.18,56.7,167.64,Orthodox,27.0,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8
Louis Smolka,Da Last Samurai,17,9,0,175.26,61.23,172.72,Orthodox,1991-07-16,4.67,47.0,4.11,53.0,1.69,35.0,32.0,1.8,louis smolka,Louis Smolka,17.0,9.0,175.26,61.23,172.72,Orthodox,32.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
Johnny Munoz,Kid Kvenbo,12,4,0,175.26,61.23,180.34,Orthodox,1993-02-16,2.44,36.0,2.66,55.0,2.4,25.0,45.0,1.8,johnny munoz,Johnny Munoz,12.0,4.0,175.26,61.23,180.34,Orthodox,31.0,2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8
Eric Schafer,Red,14,8,2,190.5,83.91,193.04,Orthodox,1977-09-20,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,eric schafer,Eric Schafer,14.0,8.0,190.5,83.91,193.04,Orthodox,46.0,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
Jim Miller,A-10,36,17,0,172.72,70.31,180.34,Southpaw,1983-08-30,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,jim miller,Jim Miller,37.0,17.0,172.72,70.31,180.34,Southpaw,40.0,2.96,0.42,3.18,0.58,1.58,0.44,0.48,1.7
Brian Foster,The Foster Boy,27,10,0,175.26,77.11,180.34,Orthodox,1984-04-03,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,brian foster,Brian Foster,27.0,10.0,175.26,77.11,180.34,Orthodox,39.0,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8
Joe Pyfer,Bodybagz,12,2,0,187.96,83.91,190.5,Orthodox,1996-09-17,3.64,45.0,2.34,55.0,2.97,83.0,50.0,1.8,joe pyfer,Joe Pyfer,12.0,3.0,187.96,83.91,190.5,Orthodox,27.0,3.66,0.4,3.58,0.51,1.49,0.41,0.5,0.9
Cole Miller,Magrinho,21,11,0,185.42,65.77,185.42,Orthodox,1984-04-26,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,cole miller,Cole Miller,21.0,11.0,185.42,65.77,185.42,Orthodox,39.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
Daniel Pineda,The Pit,28,15,0,170.18,65.77,175.26,Orthodox,1985-08-06,3.09,49.0,3.18,46.0,1.71,25.0,48.0,1.7,daniel pineda,Daniel Pineda,28.0,15.0,170.18,65.77,175.26,Orthodox,38.0,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7
Kendall Grove,Da Spyder,23,17,0,198.12,83.91,200.66,Orthodox,1982-11-12,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,kendall grove,Kendall Grove,23.0,17.0,198.12,83.91,200.66,Orthodox,41.0,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7
Brendan Allen,All In,23,5,0,187.96,83.91,190.5,Orthodox,1995-12-28,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,brendan allen,Brendan Allen,23.0,5.0,187.96,83.91,190.5,Orthodox,28.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7
David Zawada,Sagat,17,7,0,182.88,77.11,190.5,Orthodox,1990-08-01,3.84,41.0,4.54,55.0,0.97,33.0,57.0,1.7,david zawada,David Zawada,17.0,7.0,182.88,77.11,190.5,Orthodox,33.0,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7
Stefan Struve,Skyscraper,33,13,0,210.82,120.2,213.36,Orthodox,1988-02-18,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,stefan struve,Stefan Struve,33.0,13.0,210.82,120.2,213.36,Orthodox,36.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Jason Knight,The Kid,20,5,0,177.8,65.77,180.34,Orthodox,1992-07-14,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,jason knight,Jason Knight,20.0,5.0,177.8,65.77,180.34,Orthodox,31.0,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7
Cole Smith,The Cole Train,7,2,0,180.34,61.23,170.18,Orthodox,1989-04-05,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7,cole smith,Cole Smith,7.0,2.0,180.34,61.23,170.18,Orthodox,34.0,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Claude Patrick,The Prince,14,2,0,180.34,77.11,190.5,Orthodox,1980-06-14,1.8,55.0,0.89,69.0,2.32,53.0,84.0,1.7,claude patrick,Claude Patrick,14.0,2.0,180.34,77.11,190.5,Orthodox,43.0,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7
Simeon Thoresen,The Grin,17,6,1,185.42,77.11,200.66,Orthodox,1984-03-14,3.85,43.0,3.85,64.0,1.12,40.0,50.0,1.7,simeon thoresen,Simeon Thoresen,17.0,6.0,185.42,77.11,200.66,Orthodox,40.0,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7
Cody Donovan,Donnybrook,8,5,0,190.5,92.99,187.96,Orthodox,1981-02-20,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,cody donovan,Cody Donovan,8.0,5.0,190.5,92.99,187.96,Orthodox,43.0,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7
Carlo Prater,Neo,31,18,1,180.34,70.31,182.88,Switch,1981-06-25,2.03,47.0,4.07,35.0,0.43,9.0,57.0,1.7,carlo prater,Carlo Prater,31.0,18.0,180.34,70.31,182.88,Switch,42.0,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7
Damon Jackson,The Leech,22,6,1,180.34,65.77,180.34,Switch,1988-08-08,3.02,40.0,3.46,50.0,2.44,34.0,40.0,1.6,damon jackson,Damon Jackson,22.0,6.0,180.34,65.77,180.34,Switch,35.0,3.02,0.4,3.46,0.5,2.44,0.34,0.4,1.6
Deiveson Figueiredo,Deus da Guerra,22,3,1,165.1,61.23,172.72,Orthodox,1987-12-18,3.08,55.0,3.46,51.0,1.65,44.0,58.0,1.6,deiveson figueiredo,Deiveson Figueiredo,22.0,3.0,165.1,61.23,172.72,Orthodox,36.0,3.08,0.55,3.46,0.51,1.65,0.44,0.58,1.6
Chris Wilson,The Professor,18,10,0,185.42,77.11,190.5,Orthodox,1977-06-07,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6,chris wilson,Chris Wilson,18.0,10.0,185.42,77.11,190.5,Orthodox,46.0,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6
Paul Craig,Bearjew,17,7,1,190.5,83.91,193.04,Orthodox,1987-11-27,2.42,46.0,2.86,45.0,1.76,22.0,37.0,1.6,paul craig,Paul Craig,17.0,7.0,190.5,83.91,193.04,Orthodox,36.0,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6
Neil Seery,2Tap,16,13,0,162.56,56.7,162.56,Orthodox,1979-08-30,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6,neil seery,Neil Seery,16.0,13.0,162.56,56.7,162.56,Orthodox,44.0,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
Shane Nelson,Sugar,16,7,0,175.26,70.31,177.8,Southpaw,1984-11-29,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,shane nelson,Shane Nelson,16.0,7.0,175.26,70.31,177.8,Southpaw,39.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
Steven Siler,Super,29,16,0,180.34,65.77,177.8,Orthodox,1987-02-15,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,steven siler,Steven Siler,29.0,16.0,180.34,65.77,177.8,Orthodox,37.0,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6
Bryce Mitchell,Thug Nasty,16,2,0,177.8,65.77,177.8,Southpaw,1994-10-04,2.34,58.0,1.64,58.0,3.51,41.0,33.0,1.6,bryce mitchell,Bryce Mitchell,16.0,3.0,177.8,65.77,177.8,Southpaw,29.0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6
Marcus McGhee,The Maniac,8,1,0,172.72,61.23,175.26,Orthodox,1990-05-07,3.42,48.0,1.81,77.0,0.0,0.0,100.0,1.6,marcus mcghee,Marcus McGhee,9.0,1.0,172.72,61.23,175.26,Orthodox,33.0,5.43,0.51,2.52,0.71,0.84,0.33,1.0,0.8
Mayra Bueno Silva,Sheetara,10,2,1,167.64,61.23,167.64,Orthodox,1991-08-22,4.16,54.0,4.71,57.0,0.35,50.0,68.0,1.6,mayra bueno silva,Mayra Bueno Silva,10.0,3.0,167.64,61.23,167.64,Orthodox,32.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6
Rafaello Oliveira,Tractor,17,8,0,172.72,70.31,180.34,Orthodox,1982-01-26,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,rafaello oliveira,Rafaello Oliveira,17.0,8.0,172.72,70.31,180.34,Orthodox,42.0,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
Caio Magalhaes,Hellboy,10,3,0,185.42,83.91,185.42,Orthodox,1987-12-14,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,caio magalhaes,Caio Magalhaes,10.0,3.0,185.42,83.91,185.42,Orthodox,36.0,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
Jerrod Sanders,J-Reazie,16,3,0,172.72,61.23,182.88,Orthodox,1979-10-01,0.88,64.0,1.14,46.0,2.2,33.0,50.0,1.6,jerrod sanders,Jerrod Sanders,16.0,3.0,172.72,61.23,182.88,Orthodox,44.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
Fabricio Camoes,Morango,14,9,1,177.8,70.31,180.34,Orthodox,1978-12-23,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,fabricio camoes,Fabricio Camoes,14.0,9.0,177.8,70.31,180.34,Orthodox,45.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
Shavkat Rakhmonov,Nomad,17,0,0,185.42,77.11,195.58,Orthodox,1994-10-23,4.45,59.0,2.61,53.0,1.49,33.0,100.0,1.5,shavkat rakhmonov,Shavkat Rakhmonov,18.0,0.0,185.42,77.11,195.58,Orthodox,29.0,4.12,0.61,2.41,0.51,1.49,0.29,1.0,1.8
Mike Pyle,Quicksand,27,14,1,182.88,77.11,187.96,Orthodox,1975-09-18,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,mike pyle,Mike Pyle,27.0,14.0,182.88,77.11,187.96,Orthodox,48.0,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5
Ryan Spann,Superman,21,9,0,195.58,92.99,200.66,Orthodox,1991-08-24,3.42,40.0,3.91,45.0,1.29,35.0,47.0,1.5,ryan spann,Ryan Spann,21.0,9.0,195.58,92.99,200.66,Orthodox,32.0,3.42,0.4,3.91,0.45,1.29,0.35,0.47,1.5
Gerald Meerschaert,GM3,35,17,0,185.42,83.91,195.58,Southpaw,1987-12-18,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5,gerald meerschaert,Gerald Meerschaert,36.0,17.0,185.42,83.91,195.58,Southpaw,36.0,3.18,0.45,3.37,0.53,2.17,0.38,0.34,1.6
Max Rohskopf,Rated R,5,1,0,185.42,70.31,180.34,Orthodox,1994-09-27,1.7,31.0,5.8,42.0,3.0,33.0,0.0,1.5,max rohskopf,Max Rohskopf,5.0,1.0,185.42,70.31,180.34,Orthodox,29.0,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5
Javier Vazquez,Showtime,16,5,0,170.18,65.77,175.26,Southpaw,1977-07-16,2.43,36.0,1.99,72.0,2.56,52.0,57.0,1.5,javier vazquez,Javier Vazquez,16.0,5.0,170.18,65.77,175.26,Southpaw,46.0,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5
Gavin Tucker,Guv'nor,13,3,0,167.64,65.77,167.64,Southpaw,1986-06-17,4.29,44.0,4.18,57.0,3.13,44.0,53.0,1.5,gavin tucker,Gavin Tucker,13.0,3.0,167.64,65.77,167.64,Southpaw,37.0,4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5
Mike Malott,Proper,10,1,1,185.42,77.11,185.42,Orthodox,1991-11-07,4.21,42.0,3.07,56.0,2.53,55.0,0.0,1.5,mike malott,Mike Malott,10.0,2.0,185.42,77.11,185.42,Orthodox,32.0,3.83,0.46,3.33,0.52,3.04,0.6,0.16,1.0
Oskar Piechota,Imadlo,11,3,1,182.88,83.91,193.04,Southpaw,1990-01-24,3.3,52.0,3.93,51.0,0.61,40.0,38.0,1.5,oskar piechota,Oskar Piechota,11.0,3.0,182.88,83.91,193.04,Southpaw,34.0,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5
Ilia Topuria,El Matador,14,0,0,170.18,65.77,175.26,Orthodox,1997-01-21,4.44,46.0,3.05,67.0,2.19,56.0,92.0,1.5,ilia topuria,Ilia Topuria,15.0,0.0,170.18,65.77,175.26,Orthodox,27.0,4.4,0.46,3.35,0.65,1.92,0.56,0.92,1.3
Charles Byrd,Kid Dynamite,10,7,0,177.8,83.91,185.42,Orthodox,1983-10-11,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5,charles byrd,Charles Byrd,10.0,7.0,177.8,83.91,185.42,Orthodox,40.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Teemu Packalen,Pacu,8,3,0,185.42,70.31,190.5,Orthodox,1987-05-22,2.57,54.0,3.91,47.0,2.31,25.0,100.0,1.5,teemu packalen,Teemu Packalen,8.0,3.0,185.42,70.31,190.5,Orthodox,36.0,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5
Rafael Alves,The Turn,20,12,0,172.72,70.31,172.72,Orthodox,1990-11-14,1.85,48.0,3.3,58.0,0.29,25.0,44.0,1.5,rafael alves,Rafael Alves,20.0,12.0,172.72,70.31,172.72,Orthodox,33.0,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5
Andre Muniz,Sergipano,23,6,0,185.42,83.91,198.12,Southpaw,1990-02-17,2.17,50.0,2.03,53.0,2.97,40.0,35.0,1.5,andre muniz,Andre Muniz,24.0,6.0,185.42,83.91,198.12,Southpaw,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2
Grant Dawson,KGD,20,2,1,177.8,70.31,182.88,Switch,1994-02-20,2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,grant dawson,Grant Dawson,20.0,2.0,177.8,70.31,182.88,Switch,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5
Bobby Moffett,The Wolfman,13,5,0,177.8,65.77,185.42,Orthodox,1990-06-01,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4,bobby moffett,Bobby Moffett,13.0,5.0,177.8,65.77,185.42,Orthodox,33.0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
Josh Barnett,The Warmaster,35,8,0,190.5,113.4,198.12,Orthodox,1977-11-10,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,josh barnett,Josh Barnett,35.0,8.0,190.5,113.4,198.12,Orthodox,46.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
Tony Kelley,Primetime,8,3,0,175.26,61.23,177.8,Switch,1987-01-21,5.55,47.0,4.85,45.0,0.0,0.0,52.0,1.4,tony kelley,Tony Kelley,8.0,3.0,175.26,61.23,177.8,Switch,37.0,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4
Darrell Montague,Mongoose,13,5,0,167.64,56.7,170.18,Southpaw,1987-11-03,1.92,25.0,5.38,52.0,0.72,25.0,33.0,1.4,darrell montague,Darrell Montague,13.0,5.0,167.64,56.7,170.18,Southpaw,36.0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4
Carlos Eduardo Rocha,Ta Danado,9,4,0,177.8,77.11,185.42,Orthodox,1981-07-12,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,carlos eduardo rocha,Carlos Eduardo Rocha,9.0,4.0,177.8,77.11,185.42,Orthodox,42.0,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4
Tom Lawlor,Filthy,10,6,0,182.88,92.99,187.96,Southpaw,1983-05-15,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,tom lawlor,Tom Lawlor,10.0,6.0,182.88,92.99,187.96,Southpaw,40.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4
Michael McDonald,Mayday,17,4,0,175.26,61.23,177.8,Orthodox,1991-01-15,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,michael mcdonald,Michael McDonald,17.0,4.0,175.26,61.23,177.8,Orthodox,33.0,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Walel Watson,The Gazelle,14,10,0,180.34,61.23,190.5,Orthodox,1984-07-16,2.1,29.0,3.79,43.0,0.0,0.0,61.0,1.4,walel watson,Walel Watson,14.0,10.0,180.34,61.23,190.5,Orthodox,39.0,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4
Mike Massenzio,The Master of Disaster,13,9,0,187.96,83.91,185.42,Southpaw,1982-11-01,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,mike massenzio,Mike Massenzio,13.0,9.0,187.96,83.91,185.42,Southpaw,41.0,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Roan Carneiro,Jucao,21,11,0,180.34,77.11,193.04,Orthodox,1978-06-02,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4,roan carneiro,Roan Carneiro,21.0,11.0,180.34,77.11,193.04,Orthodox,45.0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4
Hector Sandoval,Kid Alex,14,4,0,157.48,56.7,162.56,Orthodox,1986-07-19,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,hector sandoval,Hector Sandoval,14.0,4.0,157.48,56.7,162.56,Orthodox,37.0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
Livinha Souza,The Brazilian Gangsta,14,4,0,160.02,52.16,160.02,Orthodox,1991-03-11,1.75,45.0,3.6,56.0,2.54,45.0,40.0,1.4,livinha souza,Livinha Souza,14.0,4.0,160.02,52.16,160.02,Orthodox,33.0,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
Nikita Krylov,The Miner,30,9,0,190.5,92.99,195.58,Orthodox,1992-03-07,4.38,55.0,2.47,44.0,2.29,38.0,53.0,1.4,nikita krylov,Nikita Krylov,30.0,9.0,190.5,92.99,195.58,Orthodox,32.0,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4
Robert McDaniel,Bubba,28,10,0,190.5,83.91,190.5,Southpaw,1983-05-03,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,robert mcdaniel,Robert McDaniel,28.0,10.0,190.5,83.91,190.5,Southpaw,40.0,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
Jason Dent,Dynamite,22,13,0,177.8,70.31,180.34,Orthodox,1980-06-12,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,jason dent,Jason Dent,22.0,13.0,177.8,70.31,180.34,Orthodox,43.0,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4
Jimy Hettes,The Kid,11,3,0,175.26,65.77,180.34,Southpaw,1987-06-09,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4,jimy hettes,Jimy Hettes,11.0,3.0,175.26,65.77,180.34,Southpaw,36.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
Claudio Puelles,Prince of Peru,13,3,0,177.8,70.31,182.88,Southpaw,1996-04-21,1.82,49.0,2.93,47.0,2.41,30.0,60.0,1.4,claudio puelles,Claudio Puelles,13.0,4.0,177.8,70.31,182.88,Southpaw,27.0,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2
Benoit Saint Denis,God of War,13,1,0,180.34,70.31,185.42,Southpaw,1995-12-18,5.53,52.0,5.2,44.0,4.55,36.0,66.0,1.4,benoit saint denis,Benoit Saint Denis,13.0,2.0,180.34,70.31,185.42,Southpaw,28.0,5.7,0.54,4.98,0.42,4.76,0.37,0.69,1.5
Marcus Davis,The Irish Hand Grenade,22,11,0,177.8,77.11,177.8,Southpaw,1973-08-24,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,marcus davis,Marcus Davis,22.0,11.0,177.8,77.11,177.8,Southpaw,50.0,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4
Kenny Florian,KenFlo,14,6,0,177.8,65.77,187.96,Southpaw,1976-05-26,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,kenny florian,Kenny Florian,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
Muhammad Mokaev,The Punisher,11,0,0,170.18,56.7,177.8,Orthodox,2000-07-30,1.12,51.0,1.19,52.0,6.47,53.0,0.0,1.3,muhammad mokaev,Muhammad Mokaev,12.0,0.0,170.18,56.7,177.8,Orthodox,23.0,1.53,0.48,1.36,0.57,5.75,0.41,0.0,1.0
Daniel Lacerda,Miojo,11,5,0,167.64,56.7,177.8,Switch,1996-06-05,4.16,47.0,8.7,34.0,1.91,42.0,0.0,1.3,daniel lacerda,Daniel Lacerda,11.0,6.0,167.64,56.7,177.8,Switch,27.0,3.95,0.45,8.28,0.34,2.32,0.5,0.0,1.2
TJ Brown,Downtown,17,11,0,175.26,65.77,182.88,Switch,1990-05-22,3.37,44.0,2.89,49.0,3.41,57.0,36.0,1.3,tj brown,TJ Brown,17.0,11.0,175.26,65.77,182.88,Switch,33.0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
Liana Jojua,She Wolf,8,5,0,162.56,56.7,157.48,Orthodox,1995-03-22,2.42,30.0,5.32,54.0,1.71,66.0,50.0,1.3,liana jojua,Liana Jojua,8.0,5.0,162.56,56.7,157.48,Orthodox,29.0,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3
Ben Saunders,Killa B,22,13,2,187.96,77.11,195.58,Orthodox,1983-04-13,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,ben saunders,Ben Saunders,22.0,13.0,187.96,77.11,195.58,Orthodox,40.0,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3
Josh Thomson,The Punk,22,9,0,177.8,70.31,180.34,Orthodox,1978-09-21,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3,josh thomson,Josh Thomson,22.0,9.0,177.8,70.31,180.34,Orthodox,45.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
Pablo Garza,The Scarecrow,12,4,0,185.42,65.77,185.42,Orthodox,1983-09-16,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,pablo garza,Pablo Garza,12.0,4.0,185.42,65.77,185.42,Orthodox,40.0,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3
Matt Brown,The Immortal,26,19,0,182.88,77.11,190.5,Orthodox,1981-01-10,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,matt brown,Matt Brown,26.0,19.0,182.88,77.11,190.5,Orthodox,43.0,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3
Barb Honchak,Little Warrior,10,4,0,162.56,56.7,165.1,Orthodox,1979-08-30,4.04,30.0,4.67,66.0,0.0,0.0,0.0,1.3,barb honchak,Barb Honchak,10.0,4.0,162.56,56.7,165.1,Orthodox,44.0,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3
Joel Alvarez,El Fenomeno,20,3,0,190.5,70.31,195.58,Orthodox,1993-03-02,3.65,46.0,3.37,50.0,0.0,0.0,11.0,1.3,joel alvarez,Joel Alvarez,20.0,3.0,190.5,70.31,195.58,Orthodox,31.0,3.65,0.46,3.37,0.5,0.0,0.0,0.11,1.3
Jason Brilz,Hitman,22,6,1,180.34,92.99,180.34,Orthodox,1975-07-07,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,jason brilz,Jason Brilz,22.0,6.0,180.34,92.99,180.34,Orthodox,48.0,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Eduarda Moura,Ronda,10,0,0,167.64,52.16,167.64,Orthodox,1994-02-28,5.61,67.0,0.45,80.0,5.34,100.0,0.0,1.3,eduarda moura,Eduarda Moura,10.0,0.0,167.64,52.16,167.64,Orthodox,30.0,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3
Josh Neer,The Dentist,36,16,1,180.34,77.11,182.88,Orthodox,1983-03-24,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,josh neer,Josh Neer,36.0,16.0,180.34,77.11,182.88,Orthodox,41.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
Matt Lindland,The Law,22,9,0,182.88,83.91,187.96,Southpaw,1970-05-17,2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,matt lindland,Matt Lindland,22.0,9.0,182.88,83.91,187.96,Southpaw,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
Paddy Holohan,The Hooligan,12,2,1,177.8,56.7,175.26,Orthodox,1988-05-03,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3,paddy holohan,Paddy Holohan,12.0,2.0,177.8,56.7,175.26,Orthodox,35.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
Vinicius Moreira,Mamute,9,5,0,193.04,92.99,193.04,Orthodox,1989-02-28,3.15,59.0,5.07,43.0,1.97,18.0,0.0,1.3,vinicius moreira,Vinicius Moreira,9.0,5.0,193.04,92.99,193.04,Orthodox,35.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3
Marcus Aurelio,Maximus,22,10,0,177.8,70.31,187.96,Orthodox,1973-08-18,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,marcus aurelio,Marcus Aurelio,22.0,10.0,177.8,70.31,187.96,Orthodox,50.0,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3
Clay Harvison,Bushwacker,13,6,0,185.42,77.11,187.96,Orthodox,1980-09-25,3.29,48.0,3.91,58.0,0.66,100.0,68.0,1.3,clay harvison,Clay Harvison,13.0,6.0,185.42,77.11,187.96,Orthodox,43.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
Edgar Chairez,Puro Chicali,10,5,0,170.18,56.7,180.34,Orthodox,1996-01-27,2.6,48.0,4.26,41.0,0.0,0.0,45.0,1.3,edgar chairez,Edgar Chairez,11.0,5.0,170.18,56.7,180.34,Orthodox,28.0,2.69,0.48,4.1,0.43,0.0,0.0,0.41,1.7
Miesha Tate,Cupcake,20,9,0,167.64,61.23,165.1,Orthodox,1986-08-18,2.62,45.0,2.98,51.0,2.02,31.0,55.0,1.3,miesha tate,Miesha Tate,20.0,9.0,167.64,61.23,165.1,Orthodox,37.0,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3
