name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
MarQuel Mederos,9.0,1.0,177.8,70.31,175.26,Orthodox,27.0,4.39,0.45,3.29,0.63,0.0,0.0,0.9,0.0
Thomas Petersen,8.0,2.0,185.42,119.75,187.96,Southpaw,28.0,3.79,0.68,3.79,0.46,2.84,0.44,1.0,0.7
Jamal Pogues,11.0,4.0,190.5,92.99,195.58,Orthodox,28.0,3.36,0.44,4.17,0.5,2.4,0.48,0.77,0.0
Sean Strickland,28.0,6.0,185.42,83.91,193.04,Orthodox,33.0,5.91,0.41,4.33,0.62,0.85,0.64,0.77,0.2
Dricus Du Plessis,21.0,2.0,185.42,83.91,193.04,Switch,30.0,6.49,0.5,4.77,0.55,3.0,0.51,0.4,0.8
Raquel Pennington,16.0,9.0,170.18,61.23,170.18,Orthodox,35.0,4.14,0.52,3.29,0.6,0.9,0.27,0.63,0.7
Mayra Bueno Silva,10.0,3.0,167.64,61.23,167.64,Orthodox,32.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6
Neil Magny,29.0,12.0,190.5,77.11,203.2,Orthodox,36.0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3
Mike Malott,10.0,2.0,185.42,77.11,185.42,Orthodox,32.0,3.83,0.46,3.33,0.52,3.04,0.6,0.16,1.0
Chris Curtis,31.0,10.0,177.8,83.91,190.5,Orthodox,36.0,5.96,0.51,6.58,0.53,0.0,0.0,0.92,0.0
Marc-Andre Barriault,16.0,7.0,185.42,83.91,187.96,Orthodox,34.0,6.19,0.47,5.67,0.52,0.22,0.25,0.67,0.1
Arnold Allen,19.0,3.0,172.72,65.77,177.8,Southpaw,30.0,3.39,0.4,2.91,0.61,1.02,0.5,0.75,0.4
Movsar Evloev,18.0,0.0,170.18,65.77,182.88,Orthodox,30.0,4.43,0.48,2.89,0.61,4.75,0.46,0.71,0.2
Brad Katona,15.0,3.0,167.64,61.23,162.56,Orthodox,32.0,4.71,0.49,4.98,0.48,1.5,0.27,0.52,0.0
Garrett Armfield,10.0,3.0,167.64,61.23,177.8,Orthodox,27.0,6.22,0.53,3.93,0.58,0.0,0.0,0.64,0.0
Charles Jourdain,15.0,7.0,175.26,65.77,175.26,Switch,28.0,5.56,0.48,4.31,0.57,0.09,0.1,0.48,0.6
Sean Woodson,11.0,1.0,187.96,65.77,198.12,Orthodox,31.0,5.4,0.46,4.0,0.58,0.76,0.62,0.84,0.5
Serhiy Sidey,10.0,2.0,180.34,61.23,182.88,Switch,27.0,5.16,0.35,4.19,0.56,0.0,0.0,0.0,0.0
Ramon Taveras,10.0,2.0,172.72,61.23,177.8,Southpaw,30.0,4.63,0.45,5.41,0.65,0.0,0.0,1.0,0.0
Gillian Robertson,13.0,8.0,165.1,52.16,160.02,Orthodox,28.0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1.0
Polyana Viana,13.0,7.0,165.1,52.16,170.18,Orthodox,31.0,2.99,0.4,2.65,0.53,0.82,0.33,0.38,1.9
Yohan Lainesse,9.0,3.0,185.42,77.11,193.04,Orthodox,31.0,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5
Sam Patterson,11.0,2.0,190.5,70.31,198.12,Orthodox,27.0,2.54,0.38,3.41,0.49,1.19,1.0,0.33,3.6
Jasmine Jasudavicius,10.0,3.0,170.18,56.7,172.72,Orthodox,35.0,3.95,0.45,4.03,0.51,2.16,0.37,0.8,0.4
Priscila Cachoeira,12.0,6.0,170.18,56.7,165.1,Orthodox,35.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0
Malcolm Gordon,14.0,8.0,170.18,56.7,180.34,Switch,33.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0
Jimmy Flick,17.0,7.0,170.18,56.7,172.72,Orthodox,33.0,1.7,0.5,5.2,0.4,1.79,0.26,0.0,5.4
Magomed Ankalaev,19.0,1.0,190.5,92.99,190.5,Orthodox,31.0,3.64,0.53,2.25,0.59,1.02,0.31,0.86,0.0
Johnny Walker,21.0,8.0,198.12,92.99,208.28,Orthodox,31.0,3.81,0.53,2.83,0.44,0.46,1.0,0.57,0.9
Jim Miller,37.0,17.0,172.72,70.31,180.34,Southpaw,40.0,2.96,0.42,3.18,0.58,1.58,0.44,0.48,1.7
Gabriel Benitez,23.0,12.0,172.72,70.31,180.34,Southpaw,35.0,4.92,0.41,4.26,0.62,0.24,0.5,0.55,1.0
Ricky Simon,20.0,5.0,167.64,61.23,175.26,Orthodox,31.0,3.01,0.43,3.61,0.61,5.49,0.46,0.76,0.4
Mario Bautista,14.0,2.0,175.26,61.23,175.26,Switch,30.0,5.69,0.48,3.99,0.53,2.25,0.44,0.66,1.0
Phil Hawes,12.0,6.0,182.88,83.91,195.58,Orthodox,35.0,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2
Brunno Ferreira,11.0,1.0,177.8,83.91,182.88,Orthodox,31.0,5.0,0.5,4.17,0.48,1.25,0.16,0.66,0.0
Andrei Arlovski,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2
Waldo Cortes-Acosta,11.0,1.0,193.04,117.93,198.12,Orthodox,32.0,6.13,0.47,4.02,0.52,0.0,0.0,0.6,0.0
Matthew Semelsberger,11.0,7.0,185.42,77.11,190.5,Switch,31.0,3.78,0.43,4.21,0.54,1.02,0.57,0.45,0.4
Preston Parsons,11.0,4.0,180.34,77.11,180.34,Orthodox,28.0,3.83,0.55,3.18,0.51,4.3,0.43,0.8,3.1
Marcus McGhee,9.0,1.0,172.72,61.23,175.26,Orthodox,33.0,5.43,0.51,2.52,0.71,0.84,0.33,1.0,0.8
Gaston Bolanos,7.0,4.0,170.18,61.23,175.26,Orthodox,31.0,3.88,0.43,3.49,0.49,0.0,0.0,0.5,0.0
Farid Basharat,12.0,0.0,172.72,61.23,180.34,Orthodox,26.0,4.47,0.58,2.44,0.57,3.96,0.41,0.83,0.6
Taylor Lapilus,19.0,4.0,167.64,61.23,185.42,Southpaw,31.0,3.91,0.46,2.37,0.61,0.37,0.4,0.77,0.4
Westin Wilson,16.0,9.0,185.42,65.77,185.42,Southpaw,35.0,2.11,0.34,6.62,0.28,0.0,0.0,0.0,4.2
Jean Silva,12.0,2.0,170.18,65.77,175.26,Orthodox,27.0,5.83,0.52,4.27,0.57,1.56,0.5,1.0,0.0
Nikolas Motta,14.0,5.0,175.26,70.31,177.8,Orthodox,31.0,3.08,0.33,4.78,0.51,0.0,0.0,0.82,0.0
Tom Nolan,6.0,1.0,190.5,70.31,185.42,Southpaw,24.0,10.27,0.56,9.45,0.47,0.0,0.0,0.0,0.0
Joshua Van,10.0,1.0,165.1,56.7,165.1,Orthodox,22.0,9.08,0.53,5.77,0.6,1.14,0.42,0.78,0.0
Felipe Bunes,13.0,7.0,170.18,56.7,175.26,Orthodox,34.0,5.25,0.54,8.72,0.41,3.15,0.33,0.0,0.0
Leon Edwards,22.0,3.0,187.96,77.11,187.96,Southpaw,32.0,2.75,0.53,2.34,0.54,1.25,0.34,0.7,0.4
Colby Covington,17.0,4.0,180.34,77.11,182.88,Orthodox,36.0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2
Alexandre Pantoja,27.0,5.0,165.1,56.7,170.18,Orthodox,33.0,4.32,0.49,3.9,0.5,2.2,0.48,0.67,1.0
Shavkat Rakhmonov,18.0,0.0,185.42,77.11,195.58,Orthodox,29.0,4.12,0.61,2.41,0.51,1.49,0.29,1.0,1.8
Stephen Thompson,17.0,7.0,182.88,77.11,190.5,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0
Tony Ferguson,26.0,10.0,180.34,70.31,193.04,Orthodox,40.0,4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9
Paddy Pimblett,21.0,3.0,177.8,70.31,185.42,Orthodox,29.0,5.13,0.52,3.7,0.41,0.98,0.25,0.56,1.6
Josh Emmett,19.0,4.0,167.64,65.77,177.8,Orthodox,39.0,4.04,0.36,4.61,0.61,0.91,0.37,0.46,0.1
Bryce Mitchell,16.0,3.0,177.8,65.77,177.8,Southpaw,29.0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6
Alonzo Menifield,15.0,3.0,182.88,92.99,193.04,Orthodox,36.0,3.92,0.57,3.51,0.49,0.67,0.33,0.75,0.3
Dustin Jacoby,19.0,8.0,190.5,92.99,193.04,Orthodox,35.0,5.53,0.47,4.07,0.57,0.36,0.25,0.6,0.0
Irene Aldana,15.0,7.0,175.26,61.23,172.72,Orthodox,36.0,5.24,0.4,6.33,0.57,0.16,0.5,0.76,0.2
Karol Rosa,17.0,6.0,165.1,61.23,170.18,Orthodox,29.0,6.34,0.56,4.78,0.49,1.22,0.45,0.68,0.0
Cody Garbrandt,14.0,5.0,172.72,61.23,165.1,Orthodox,32.0,3.06,0.4,3.91,0.6,1.1,0.34,0.8,0.0
Brian Kelleher,24.0,15.0,167.64,61.23,167.64,Switch,37.0,3.39,0.41,4.64,0.54,1.74,0.41,0.6,0.7
Casey O'Neill,9.0,2.0,167.64,56.7,175.26,Orthodox,26.0,8.41,0.54,6.3,0.56,1.77,0.38,0.66,0.7
Ariane Lipski,17.0,8.0,167.64,56.7,170.18,Orthodox,30.0,4.27,0.4,4.23,0.52,0.64,0.55,0.79,0.4
Tagir Ulanbekov,15.0,2.0,170.18,56.7,177.8,Southpaw,32.0,3.22,0.45,3.3,0.51,3.71,0.46,0.61,2.1
Cody Durden,16.0,5.0,170.18,56.7,170.18,Southpaw,32.0,3.16,0.51,2.89,0.51,4.84,0.5,0.66,0.3
Lucas Almeida,14.0,3.0,180.34,65.77,180.34,Orthodox,33.0,5.05,0.47,5.32,0.45,0.0,0.0,0.4,0.0
Martin Buday,13.0,2.0,193.04,120.2,195.58,Orthodox,32.0,5.17,0.52,5.7,0.54,0.26,0.25,1.0,0.3
Chris Gutierrez,20.0,6.0,175.26,61.23,170.18,Orthodox,32.0,4.8,0.58,2.79,0.63,0.28,0.3,0.69,0.1
Anthony Smith,37.0,19.0,193.04,92.99,193.04,Orthodox,35.0,3.21,0.48,4.47,0.46,0.49,0.26,0.48,0.6
Khalil Rountree Jr.,14.0,5.0,185.42,92.99,193.04,Southpaw,34.0,3.84,0.39,4.18,0.5,0.0,0.0,0.58,0.1
Nasrat Haqparast,16.0,5.0,177.8,70.31,182.88,Southpaw,28.0,5.78,0.44,5.25,0.64,0.31,0.2,0.78,0.0
Jamie Mullarkey,17.0,7.0,182.88,70.31,187.96,Orthodox,29.0,4.46,0.46,4.49,0.54,2.42,0.34,0.76,0.1
Tim Elliott,21.0,13.0,170.18,56.7,167.64,Southpaw,37.0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0
Sumudaerji,16.0,6.0,172.72,56.7,182.88,Southpaw,28.0,4.64,0.54,2.73,0.61,0.29,1.0,0.66,0.6
JunYong Park,17.0,6.0,177.8,83.91,185.42,Orthodox,33.0,4.53,0.5,3.3,0.53,1.83,0.5,0.57,1.1
Andre Muniz,24.0,6.0,185.42,83.91,198.12,Southpaw,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2
Song Kenan,20.0,8.0,182.88,77.11,180.34,Orthodox,34.0,4.36,0.46,6.38,0.5,0.34,0.5,0.61,0.0
Kevin Jousset,10.0,2.0,187.96,77.11,190.5,Orthodox,30.0,8.23,0.55,5.1,0.53,1.51,0.66,1.0,0.8
HyunSung Park,9.0,0.0,170.18,56.7,167.64,Orthodox,28.0,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6
Shannon Ross,13.0,9.0,167.64,56.7,167.64,Switch,34.0,5.96,0.39,7.39,0.55,0.0,0.0,1.0,0.0
Steve Garcia,15.0,5.0,182.88,70.31,190.5,Southpaw,31.0,4.85,0.56,2.4,0.46,1.31,0.44,0.88,0.7
Melquizael Costa,20.0,7.0,177.8,70.31,180.34,Southpaw,27.0,4.29,0.46,2.99,0.59,2.49,0.27,0.42,0.5
Luana Santos,7.0,1.0,167.64,61.23,170.18,Orthodox,23.0,6.21,0.55,3.64,0.64,1.61,0.5,0.66,0.0
Stephanie Egger,8.0,5.0,167.64,61.23,172.72,Orthodox,35.0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6
Tatsuro Taira,15.0,0.0,170.18,56.7,177.8,Orthodox,24.0,3.51,0.71,1.15,0.47,2.12,0.41,0.71,2.4
Carlos Hernandez,9.0,3.0,172.72,56.7,170.18,Orthodox,30.0,4.95,0.46,4.54,0.46,1.11,0.15,0.65,0.3
Rayanne Amanda,14.0,7.0,157.48,52.16,157.48,Orthodox,28.0,3.73,0.36,4.63,0.65,0.5,0.2,0.88,0.0
Talita Alencar,5.0,0.0,154.94,52.16,147.32,Orthodox,33.0,2.37,0.28,4.8,0.48,2.5,0.15,0.5,0.0
Beneil Dariush,22.0,6.0,177.8,70.31,182.88,Southpaw,34.0,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9
Arman Tsarukyan,21.0,3.0,170.18,70.31,182.88,Orthodox,27.0,3.85,0.48,1.91,0.54,3.4,0.36,0.75,0.0
Jalin Turner,14.0,7.0,190.5,70.31,195.58,Southpaw,28.0,6.02,0.48,4.63,0.41,0.88,0.55,0.75,1.2
Bobby Green,31.0,15.0,177.8,70.31,180.34,Orthodox,37.0,6.14,0.52,3.74,0.62,1.2,0.37,0.74,0.3
Rob Font,20.0,8.0,172.72,61.23,180.34,Orthodox,36.0,5.53,0.45,3.65,0.56,0.89,0.35,0.46,0.3
Deiveson Figueiredo,22.0,3.0,165.1,61.23,172.72,Orthodox,36.0,3.08,0.55,3.46,0.51,1.65,0.44,0.58,1.6
Sean Brady,16.0,1.0,177.8,77.11,182.88,Orthodox,31.0,3.77,0.53,3.55,0.61,3.29,0.57,0.87,1.2
Kelvin Gastelum,18.0,9.0,175.26,77.11,180.34,Southpaw,32.0,3.55,0.41,3.23,0.58,0.96,0.3,0.59,0.1
Clay Guida,38.0,21.0,170.18,70.31,177.8,Orthodox,42.0,2.64,0.33,3.01,0.61,3.13,0.36,0.67,0.6
Joaquim Silva,13.0,5.0,172.72,70.31,175.26,Southpaw,35.0,3.61,0.41,4.51,0.54,0.45,0.6,0.64,0.7
Punahele Soriano,9.0,4.0,180.34,83.91,182.88,Southpaw,31.0,3.96,0.45,4.55,0.48,0.79,0.4,0.33,0.0
Dustin Stoltzfus,15.0,5.0,182.88,83.91,190.5,Orthodox,32.0,3.49,0.44,3.29,0.48,2.4,0.4,0.46,0.7
Miesha Tate,20.0,9.0,167.64,61.23,165.1,Orthodox,37.0,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3
Julia Avila,9.0,3.0,170.18,61.23,172.72,Orthodox,35.0,2.59,0.43,2.86,0.5,0.54,0.33,0.5,0.3
Zach Reese,6.0,1.0,193.04,83.91,195.58,Switch,30.0,3.93,0.66,6.56,0.28,0.0,0.0,0.0,9.8
Cody Brundage,10.0,5.0,182.88,83.91,182.88,Orthodox,29.0,1.8,0.55,2.51,0.43,2.69,0.52,0.73,1.1
Drakkar Klose,14.0,2.0,175.26,70.31,177.8,Orthodox,36.0,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0.0
Joe Solecki,13.0,4.0,175.26,70.31,177.8,Orthodox,30.0,2.21,0.56,1.53,0.52,2.65,0.5,0.5,1.5
Rodolfo Bellato,12.0,2.0,190.5,92.99,195.58,Orthodox,28.0,6.47,0.61,5.9,0.44,1.09,0.25,1.0,0.5
Wellington Turman,18.0,8.0,182.88,77.11,182.88,Orthodox,27.0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8
Jared Gooden,23.0,9.0,182.88,77.11,195.58,Orthodox,30.0,5.08,0.49,6.68,0.48,0.67,1.0,0.65,0.2
Veronica Hardy,8.0,4.0,162.56,56.7,162.56,Southpaw,28.0,3.27,0.45,4.1,0.46,1.27,0.41,0.57,0.4
Jamey-Lyn Horth,6.0,1.0,170.18,56.7,167.64,Orthodox,33.0,3.97,0.62,3.53,0.57,0.5,0.25,0.7,0.0
Brendan Allen,23.0,5.0,187.96,83.91,190.5,Orthodox,28.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7
Paul Craig,17.0,7.0,190.5,83.91,193.04,Orthodox,36.0,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6
Michael Morales,16.0,0.0,182.88,77.11,200.66,Orthodox,24.0,5.28,0.46,3.6,0.52,1.24,0.41,0.91,0.0
Jake Matthews,19.0,7.0,180.34,77.11,185.42,Orthodox,29.0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6
Chase Hooper,13.0,3.0,185.42,70.31,187.96,Southpaw,24.0,4.86,0.51,3.59,0.36,1.42,0.22,0.55,2.2
Jordan Leavitt,11.0,3.0,175.26,70.31,180.34,Southpaw,28.0,2.55,0.61,1.84,0.57,2.19,0.25,0.3,1.1
Nick Aguirre,7.0,2.0,175.26,61.23,187.96,Southpaw,28.0,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6
Luana Pinheiro,11.0,2.0,157.48,52.16,157.48,Orthodox,31.0,3.89,0.41,4.38,0.62,2.36,0.4,0.66,0.3
Uros Medic,9.0,2.0,185.42,77.11,180.34,Southpaw,30.0,5.64,0.6,3.18,0.58,0.4,1.0,0.46,0.0
Myktybek Orolbai,12.0,1.0,177.8,70.31,187.96,Orthodox,26.0,0.87,0.4,1.52,0.48,11.41,0.7,0.0,1.6
Jonathan Pearce,14.0,5.0,182.88,65.77,180.34,Switch,31.0,5.6,0.56,3.35,0.55,5.29,0.53,0.56,0.8
Joanderson Brito,16.0,3.0,172.72,65.77,182.88,Orthodox,29.0,3.32,0.51,2.62,0.47,3.4,0.75,0.5,0.8
Jose Johnson,16.0,8.0,182.88,56.7,180.34,Orthodox,28.0,2.8,0.6,1.73,0.55,0.62,0.5,0.36,0.6
Denis Tiuliulin,10.0,9.0,185.42,83.91,195.58,Orthodox,35.0,4.5,0.41,6.15,0.36,0.0,0.0,0.73,0.0
Caio Machado,8.0,2.0,193.04,113.4,198.12,Southpaw,29.0,6.57,0.64,1.87,0.64,0.0,0.0,0.82,0.0
Jeka Saragih,14.0,3.0,172.72,65.77,175.26,Orthodox,29.0,2.76,0.5,2.84,0.4,2.37,1.0,0.66,0.6
Lucas Alexander,8.0,4.0,180.34,65.77,185.42,Orthodox,28.0,5.23,0.55,1.83,0.71,0.0,0.0,0.57,0.0
Lucie Pudilova,14.0,9.0,172.72,61.23,170.18,Orthodox,29.0,3.68,0.37,3.83,0.51,0.55,0.27,0.66,0.7
Ailin Perez,9.0,2.0,165.1,61.23,167.64,Switch,29.0,2.96,0.55,1.18,0.57,4.89,0.5,0.75,0.0
Rafael Estevam,12.0,0.0,172.72,56.7,175.26,Orthodox,27.0,2.94,0.64,3.35,0.34,3.35,0.19,0.0,0.7
Jiri Prochazka,29.0,4.0,190.5,92.99,203.2,Orthodox,31.0,5.31,0.55,5.17,0.4,0.61,0.5,0.68,0.3
Alex Pereira,9.0,2.0,193.04,92.99,200.66,Orthodox,36.0,5.0,0.62,3.65,0.5,0.19,1.0,0.7,0.4
Sergei Pavlovich,18.0,2.0,190.5,116.57,213.36,Southpaw,31.0,8.21,0.48,4.61,0.55,0.0,0.0,0.75,0.0
Tom Aspinall,14.0,3.0,195.58,116.12,198.12,Orthodox,30.0,7.72,0.66,2.77,0.66,3.46,1.0,1.0,1.7
Jessica Andrade,25.0,12.0,154.94,52.16,157.48,Orthodox,32.0,6.67,0.5,5.36,0.54,2.45,0.54,0.72,0.4
Matt Frevola,11.0,4.0,175.26,70.31,180.34,Orthodox,33.0,3.71,0.42,3.57,0.59,2.59,0.4,0.42,0.9
Diego Lopes,23.0,6.0,180.34,65.77,182.88,Orthodox,29.0,2.47,0.53,4.91,0.37,0.0,0.0,0.42,5.3
Pat Sabatini,18.0,5.0,172.72,65.77,177.8,Orthodox,33.0,2.02,0.59,1.54,0.49,3.73,0.42,0.5,1.9
Alessandro Costa,13.0,4.0,162.56,56.7,170.18,Orthodox,28.0,3.75,0.46,3.61,0.56,0.31,0.16,0.9,0.0
Tabatha Ricci,9.0,2.0,154.94,52.16,154.94,Orthodox,29.0,4.41,0.37,4.86,0.59,3.39,0.41,0.71,0.2
Loopy Godinez,12.0,3.0,157.48,52.16,154.94,Orthodox,30.0,4.31,0.49,3.76,0.62,3.39,0.46,0.86,1.1
Mateusz Rebecki,18.0,1.0,170.18,70.31,167.64,Southpaw,31.0,5.31,0.53,2.01,0.63,4.16,0.72,0.66,1.6
Roosevelt Roberts,12.0,5.0,187.96,70.31,185.42,Orthodox,30.0,3.05,0.44,3.12,0.52,1.39,0.29,0.52,0.9
Jared Gordon,20.0,6.0,175.26,70.31,172.72,Orthodox,35.0,5.39,0.57,3.4,0.57,1.95,0.4,0.62,0.0
Mark Madsen,12.0,2.0,172.72,70.31,182.88,Orthodox,39.0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0
John Castaneda,21.0,6.0,167.64,61.23,180.34,Switch,32.0,4.79,0.5,4.99,0.56,1.92,0.37,0.71,0.2
Kyung Ho Kang,19.0,10.0,175.26,61.23,185.42,Orthodox,36.0,3.35,0.48,3.33,0.55,1.87,0.57,0.68,0.8
Kevin Borjas,9.0,2.0,165.1,56.7,172.72,Orthodox,26.0,5.4,0.41,6.63,0.49,0.0,0.0,0.56,0.0
Dennis Buzukja,11.0,4.0,175.26,65.77,177.8,Switch,26.0,3.3,0.43,4.93,0.4,0.98,0.3,0.73,0.3
Jamall Emmers,20.0,7.0,177.8,65.77,187.96,Orthodox,34.0,5.1,0.48,3.79,0.57,1.96,0.4,0.9,0.2
Derrick Lewis,27.0,12.0,190.5,117.93,200.66,Orthodox,39.0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0.0
Gabriel Bonfim,15.0,1.0,185.42,77.11,182.88,Orthodox,26.0,4.87,0.4,5.25,0.59,4.75,0.71,1.0,3.8
Nicolas Dalby,23.0,4.0,180.34,77.11,187.96,Orthodox,39.0,4.03,0.43,3.43,0.52,1.11,0.3,0.6,0.1
Rodrigo Nascimento,11.0,1.0,187.96,111.58,203.2,Orthodox,31.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7
Don'Tale Mayes,10.0,6.0,198.12,117.93,205.74,Orthodox,32.0,3.6,0.44,3.84,0.46,0.79,0.43,0.6,0.0
Caio Borralho,15.0,1.0,177.8,83.91,190.5,Southpaw,31.0,2.73,0.58,1.98,0.6,2.16,0.63,0.57,0.5
Abus Magomedov,25.0,6.0,187.96,83.91,198.12,Orthodox,33.0,3.73,0.42,5.36,0.54,0.61,0.5,1.0,0.0
Elves Brener,16.0,3.0,177.8,70.31,182.88,Orthodox,26.0,4.64,0.46,5.05,0.55,0.93,0.2,0.85,0.0
Kaynan Kruschewsky,15.0,2.0,182.88,70.31,185.42,Orthodox,32.0,5.08,0.39,4.79,0.47,2.18,1.0,0.0,2.2
Modestas Bukauskas,15.0,6.0,190.5,92.99,198.12,Switch,30.0,3.28,0.41,3.87,0.5,0.0,0.0,0.71,0.0
Angela Hill,16.0,13.0,160.02,52.16,162.56,Orthodox,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1
Denise Gomes,8.0,3.0,157.48,52.16,160.02,Orthodox,24.0,4.81,0.48,3.66,0.49,1.13,0.33,0.47,0.8
Eduarda Moura,10.0,0.0,167.64,52.16,167.64,Orthodox,30.0,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3
Montserrat Conejo Ruiz,10.0,4.0,152.4,52.16,154.94,Southpaw,31.0,0.79,0.27,4.96,0.37,2.05,0.83,0.33,0.8
Kaue Fernandes,8.0,2.0,175.26,70.31,185.42,Orthodox,29.0,1.53,0.54,0.87,0.59,1.0,1.0,0.62,0.0
Marc Diakiese,17.0,7.0,177.8,70.31,185.42,Orthodox,31.0,2.54,0.4,2.64,0.52,3.29,0.43,0.66,0.0
Islam Makhachev,25.0,1.0,177.8,70.31,177.8,Southpaw,32.0,2.46,0.6,1.27,0.61,3.17,0.6,0.9,1.0
Kamaru Usman,20.0,4.0,182.88,77.11,193.04,Switch,36.0,4.36,0.52,2.74,0.54,2.82,0.45,0.89,0.1
Khamzat Chimaev,13.0,0.0,187.96,83.91,190.5,Orthodox,29.0,5.72,0.58,3.46,0.42,3.99,0.46,1.0,2.7
Ikram Aliskerov,15.0,1.0,182.88,83.91,193.04,Southpaw,31.0,8.24,0.65,7.15,0.36,2.33,0.33,0.0,2.3
Warlley Alves,15.0,7.0,180.34,83.91,182.88,Orthodox,33.0,3.25,0.48,4.21,0.5,1.35,0.5,0.8,0.9
Said Nurmagomedov,18.0,3.0,172.72,61.23,177.8,Orthodox,31.0,3.55,0.47,2.13,0.57,1.01,0.16,0.66,1.4
Muin Gafurov,18.0,6.0,170.18,61.23,172.72,Southpaw,27.0,2.98,0.41,2.95,0.48,2.4,0.26,0.62,0.0
Mohammad Yahya,12.0,4.0,175.26,65.77,185.42,Switch,29.0,2.87,0.46,4.07,0.37,1.0,1.0,0.42,1.0
Trevor Peek,9.0,1.0,175.26,70.31,177.8,Switch,29.0,5.09,0.56,4.37,0.44,1.76,0.5,0.51,0.0
Abu Azaitar,14.0,4.0,175.26,83.91,193.04,Orthodox,38.0,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0
Sedriques Dumas,9.0,1.0,187.96,83.91,200.66,Orthodox,28.0,1.88,0.49,2.01,0.56,0.77,0.5,0.4,0.4
Mike Breeden,11.0,6.0,177.8,70.31,177.8,Orthodox,34.0,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0
Anshul Jubli,7.0,1.0,182.88,70.31,175.26,Switch,29.0,6.48,0.46,5.61,0.51,0.82,0.18,0.63,0.4
Nathaniel Wood,20.0,6.0,167.64,65.77,175.26,Orthodox,30.0,5.91,0.5,4.22,0.56,1.74,0.48,0.7,0.5
Viktoriia Dudakova,8.0,0.0,165.1,56.7,170.18,Orthodox,25.0,3.14,0.52,2.45,0.5,2.45,0.41,0.5,0.0
Jinh Yu Frey,11.0,10.0,160.02,52.16,165.1,Southpaw,38.0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3
Shara Magomedov,12.0,0.0,187.96,83.91,185.42,Orthodox,29.0,7.53,0.73,4.33,0.28,0.0,0.0,0.57,0.0
Bruno Silva,23.0,10.0,182.88,83.91,187.96,Orthodox,34.0,4.43,0.51,5.33,0.43,1.09,0.27,0.73,0.0
Sodiq Yusuff,13.0,3.0,175.26,65.77,180.34,Orthodox,30.0,5.72,0.49,4.33,0.54,0.28,0.2,0.62,0.4
Edson Barboza,24.0,11.0,180.34,65.77,190.5,Orthodox,38.0,4.18,0.45,4.34,0.57,0.48,0.5,0.75,0.1
Jennifer Maia,21.0,10.0,162.56,56.7,162.56,Orthodox,35.0,4.35,0.38,4.52,0.55,0.42,0.27,0.58,0.1
Jonathan Martinez,19.0,4.0,172.72,61.23,177.8,Southpaw,29.0,4.64,0.5,3.76,0.58,0.44,0.41,0.69,0.1
Adrian Yanez,16.0,5.0,170.18,61.23,177.8,Orthodox,30.0,6.15,0.39,5.73,0.57,0.0,0.0,1.0,0.0
Andre Petroski,10.0,3.0,182.88,83.91,185.42,Switch,32.0,3.61,0.51,3.03,0.51,4.48,0.54,0.71,2.5
Darren Elkins,28.0,11.0,177.8,65.77,180.34,Orthodox,39.0,3.44,0.38,3.27,0.52,2.85,0.35,0.56,1.1
TJ Brown,17.0,11.0,175.26,65.77,182.88,Switch,33.0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
